Marital status,Application mode,Application order,Course,Attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Student ID
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,133.1,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,132.8,No,No,Yes,No,Male,No,45,No,0,5,9,0,0.0,0,0,5,11,0,0.0,0,12.4,0.5,1.79,Dropout,0952
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,140.0,Portuguese,Secondary education,Basic education 3rd cycle (9/10/11th year) or equiv,Administrative staff,Installation and Machine Operators and Assembly Workers,140.0,No,No,No,Yes,Male,No,20,No,0,6,7,6,13.571428571428571,0,0,6,6,6,12.666666666666666,0,12.4,0.5,1.79,Graduate,0953
Single,3rd phase - General Contingent,5,Nursing,Daytime,Secondary education,137.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Secondary education,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Armed Forces Professions,129.3,No,No,No,Yes,Female,No,19,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,0954
Single,Transfer,1,Informatics Engineering,Daytime,Secondary education,120.0,Portuguese,Higher education - degree,Secondary education,Specialists in Intellectual and Scientific Activities,Unskilled Workers,108.2,Yes,No,No,Yes,Male,No,26,No,4,10,14,4,11.25,0,4,11,11,4,12.0,0,7.6,2.6,0.32,Dropout,0955
Single,2nd phase - General Contingent,4,Advertising and Marketing Management,Daytime,Secondary education,125.0,Portuguese,Secondary education,Secondary education,Administrative staff,Other Situation,125.4,Yes,No,No,Yes,Male,No,19,No,0,5,6,3,13.333333333333334,0,0,5,5,1,11.0,0,7.6,2.6,0.32,Dropout,0956
Single,2nd phase - General Contingent,1,Journalism and Communication,Daytime,Secondary education,130.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,140.2,No,No,No,Yes,Male,Yes,19,No,0,6,6,6,12.0,0,0,6,7,6,11.666666666666666,0,16.2,0.3,-0.92,Graduate,0957
Single,1st phase - General Contingent,3,Journalism and Communication,Daytime,Secondary education,115.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Secondary education,Unskilled Workers,Administrative staff,116.1,Yes,No,No,Yes,Male,No,19,No,0,6,6,6,12.5,0,0,6,7,5,13.0,0,12.4,0.5,1.79,Graduate,0958
Single,1st phase - General Contingent,1,Management,Daytime,Secondary education,150.0,Portuguese,Secondary education,Basic education 3rd cycle (9/10/11th year) or equiv,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",137.8,Yes,No,No,Yes,Male,Yes,19,No,0,5,6,5,13.2,0,0,5,6,5,12.666666666666666,0,16.2,0.3,-0.92,Graduate,0959
Single,1st phase - General Contingent,3,Advertising and Marketing Management,Daytime,Secondary education,134.0,Portuguese,10th year of schooling,7th year (old),Student,Student,128.4,Yes,No,No,No,Male,No,19,No,0,5,5,0,0.0,0,0,4,4,0,0.0,0,7.6,2.6,0.32,Dropout,0960
Single,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary education,120.0,Portuguese,Unknown,Unknown,Student,Student,106.0,Yes,No,No,No,Male,No,28,No,0,5,7,3,11.666666666666666,0,0,5,8,2,11.5,1,7.6,2.6,0.32,Dropout,0961
Single,Change of course,1,Management,Daytime,Secondary education,141.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,130.2,No,No,No,Yes,Male,No,24,No,10,15,16,15,13.466666666666669,1,10,14,14,14,13.642857142857142,0,9.4,-0.8,-3.12,Graduate,0962
Single,1st phase - General Contingent,1,Equinculture,Daytime,Secondary education,133.0,Portuguese,Higher education - degree,Secondary education,Specialists in Intellectual and Scientific Activities,Administrative staff,126.0,No,No,No,Yes,Male,No,18,No,0,5,7,3,13.666666666666666,0,0,5,5,5,13.2,0,7.6,2.6,0.32,Graduate,0963
Single,1st phase - General Contingent,2,Informatics Engineering,Daytime,Secondary education,149.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",141.0,No,No,No,Yes,Male,No,18,No,0,5,9,2,11.666666666666666,0,0,5,9,2,12.5,2,7.6,2.6,0.32,Enrolled,0964
Single,1st phase - General Contingent,1,Journalism and Communication,Daytime,Secondary education,121.0,Portuguese,Secondary education,Higher education - degree,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction and Craftsmen",113.0,Yes,No,No,Yes,Male,Yes,18,No,0,6,7,6,11.666666666666666,0,0,6,12,5,10.2,0,12.4,0.5,1.79,Graduate,0965
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,120.0,Portuguese,Higher education - master's,Secondary education,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,120.0,No,No,No,Yes,Male,No,21,No,0,6,9,5,13.4,0,0,6,9,5,12.4,0,8.9,1.4,3.51,Graduate,0966
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,148.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",130.9,No,No,No,No,Male,No,28,No,0,5,5,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout,0967
Single,Over 23 years old,1,Agronomy,Daytime,Other - 11th years of schooling,133.1,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,Armed Forces Professions,120.0,No,No,No,Yes,Male,No,58,No,0,6,9,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout,0968
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,135.0,Portuguese,Unknown,Unknown,Student,Student,134.1,Yes,No,No,No,Male,No,49,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,0969
Single,Over 23 years old,1,Informatics Engineering,Daytime,Secondary education,150.0,Portuguese,Secondary education,Basic education 2nd cycle (6/7/8th year) or equiv,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",120.0,No,No,No,Yes,Male,No,24,No,0,5,6,3,10.666666666666666,0,0,5,9,2,10.5,0,15.5,2.8,-4.06,Enrolled,0970
Single,Change of course,1,Advertising and Marketing Management,Daytime,Secondary education,130.0,Portuguese,Unknown,Unknown,Student,Student,114.8,No,No,No,Yes,Male,No,25,No,0,5,5,4,13.75,0,0,5,5,4,14.75,0,7.6,2.6,0.32,Graduate,0971
Divorced,Transfer,1,Management,Daytime,Secondary education,133.1,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen",Intermediate Level Technicians and Professions,123.0,Yes,No,No,Yes,Male,No,33,No,0,5,5,1,10.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,0972
Married,Over 23 years old,2,Informatics Engineering,Daytime,Basic education 3rd cycle (9/10/11th year) or equiv,133.1,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",118.0,No,No,No,No,Male,No,33,No,0,5,11,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,0973
Married,Change of course,1,Basic Education,Daytime,Secondary education,110.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",100.0,No,No,No,Yes,Male,No,40,No,0,2,4,1,16.0,0,0,4,5,4,15.5,0,13.9,-0.3,0.79,Graduate,0974
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,170.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,Intermediate Level Technicians and Professions,151.1,No,No,No,Yes,Male,No,48,No,0,5,9,5,12.285714285714286,0,0,5,8,5,11.125,0,16.2,0.3,-0.92,Graduate,0975
Single,2nd phase - General Contingent,3,Informatics Engineering,Daytime,Secondary education,120.0,Portuguese,Secondary education,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,Intermediate Level Technicians and Professions,116.9,Yes,No,Yes,No,Male,No,18,No,0,5,10,3,12.0,0,0,5,8,3,10.333333333333334,0,8.9,1.4,3.51,Enrolled,0976
Single,Over 23 years old,1,Nursing,Daytime,Basic education 3rd cycle (9/10/11th year) or equiv,133.1,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,Unskilled Workers,Installation and Machine Operators and Assembly Workers,106.0,Yes,No,No,Yes,Male,No,24,No,0,7,7,6,12.666666666666666,1,0,7,7,6,12.666666666666666,1,7.6,2.6,0.32,Graduate,0977
Married,1st phase - General Contingent,1,Veterinary Nursing,Daytime,Secondary education,139.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,"Unskilled workers in agriculture, animal production, fisheries and forestry",Other administrative support staff,127.1,No,No,No,Yes,Male,Yes,23,No,0,5,6,5,11.8,0,0,5,7,4,13.25,1,10.8,1.4,1.74,Graduate,0978
Single,Over 23 years old,1,Management (evening attendance),Evening,Basic education 3rd cycle (9/10/11th year) or equiv,133.1,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen","Personal Services, Security and Safety Workers and Sellers",155.5,Yes,No,Yes,No,Male,No,39,No,0,5,6,5,10.6,0,0,5,7,5,14.666666666666666,0,10.8,1.4,1.74,Dropout,0979
Single,3rd phase - General Contingent,1,Agronomy,Daytime,Secondary education,133.1,Portuguese,Secondary education,Basic education 2nd cycle (6/7/8th year) or equiv,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",101.0,No,No,No,Yes,Male,No,21,No,5,11,16,9,11.9,0,3,9,14,8,12.25,0,15.5,2.8,-4.06,Graduate,0980
Single,Transfer,1,Informatics Engineering,Daytime,Frequency of higher education,120.0,Portuguese,Can't read or write,Can't read or write,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",128.2,Yes,No,No,Yes,Male,No,34,No,4,6,8,4,11.25,0,1,5,8,2,10.5,0,7.6,2.6,0.32,Dropout,0981
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,100.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Administrative staff,Administrative staff,113.0,No,No,No,Yes,Male,Yes,41,No,0,5,9,4,11.0,0,0,5,6,5,11.4,0,8.9,1.4,3.51,Enrolled,0982
Single,1st phase - General Contingent,1,Journalism and Communication,Daytime,Secondary education,134.0,Portuguese,Secondary education,Basic education 2nd cycle (6/7/8th year) or equiv,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",122.8,No,No,No,Yes,Male,No,18,No,0,6,6,6,12.0,0,0,6,6,6,12.5,0,12.7,3.7,-1.7,Graduate,0983
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,130.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,Unskilled Workers,Intermediate Level Technicians and Professions,145.6,No,No,No,Yes,Male,No,34,No,0,5,10,4,11.75,0,0,5,10,4,10.833333333333334,0,13.9,-0.3,0.79,Enrolled,0984
Single,1st phase - General Contingent,1,Management,Daytime,Secondary education,128.0,Portuguese,Secondary education,Secondary education,Specialists in Intellectual and Scientific Activities,Armed Forces Professions,116.5,No,No,No,Yes,Male,No,19,No,0,5,8,2,10.0,0,0,5,8,1,16.0,0,7.6,2.6,0.32,Dropout,0985
Single,1st phase - General Contingent,1,Nursing,Daytime,Secondary education,154.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,142.0,No,No,No,Yes,Male,No,19,No,0,8,8,7,13.714285714285714,0,0,8,8,7,13.714285714285714,0,12.7,3.7,-1.7,Graduate,0986
Single,Holders of other higher courser,1,Agronomy,Daytime,Higher education - master's,150.0,Portuguese,Secondary education,Secondary education,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",150.0,No,No,No,Yes,Male,No,28,No,0,6,14,6,14.875,0,0,6,12,6,15.8,0,16.2,0.3,-0.92,Graduate,0987
Single,2nd phase - General Contingent,1,Communication Design,Daytime,Secondary education,134.0,Portuguese,Secondary education,Secondary education,"Personal Services, Security and Safety Workers and Sellers",Student,133.3,Yes,No,No,Yes,Male,No,18,No,0,6,7,5,10.8,1,0,6,6,0,0.0,0,7.6,2.6,0.32,Dropout,0988
Single,1st phase - General Contingent,1,Social Service,Daytime,Secondary education,127.0,Portuguese,Higher education - bachelor's degree,Higher education - bachelor's degree,Intermediate Level Technicians and Professions,Administrative staff,115.8,Yes,No,No,Yes,Male,No,19,No,0,6,11,3,12.0,0,0,6,12,2,10.0,0,11.1,0.6,2.02,Dropout,0989
Single,2nd phase - General Contingent,2,Veterinary Nursing,Daytime,Secondary education,133.1,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,Unskilled Workers,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",100.0,Yes,No,Yes,No,Male,No,19,No,0,6,10,5,12.5,0,0,6,19,2,13.5,0,12.4,0.5,1.79,Dropout,0990
Single,2nd phase - General Contingent,1,Nursing,Daytime,Secondary education,130.0,Portuguese,Secondary education,Higher education - degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities,128.6,Yes,No,No,Yes,Female,No,18,No,0,7,7,7,14.728571428571428,0,0,8,11,8,16.327272727272728,0,16.2,0.3,-0.92,Graduate,0991
Single,1st phase - General Contingent,1,Equinculture,Daytime,Secondary education,135.0,Portuguese,Higher education - degree,Higher education - degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,137.1,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,12.0,0,0,6,8,5,14.8,0,12.4,0.5,1.79,Graduate,0992
Single,1st phase - General Contingent,1,Journalism and Communication,Daytime,Secondary education,143.0,Portuguese,Secondary education,Higher education - degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,149.0,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,11.428571428571429,0,0,6,7,6,11.0,0,11.1,0.6,2.02,Dropout,0993
Single,Technological specialization diploma holders,2,Social Service,Daytime,Technological specialization course,150.0,Portuguese,Higher education - degree,Basic education 3rd cycle (9/10/11th year) or equiv,Administrative staff,Unskilled Workers,147.0,Yes,No,No,Yes,Female,No,19,No,3,6,6,6,14.166666666666666,0,2,6,6,6,13.5,0,12.4,0.5,1.79,Graduate,0994
Married,Holders of other higher courser,1,Social Service,Daytime,Higher education - degree,150.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Cleaning workers,"Unskilled workers in agriculture, animal production, fisheries and forestry",150.0,No,No,No,Yes,Female,No,31,No,1,6,12,5,12.5,0,0,6,10,5,14.6,0,12.7,3.7,-1.7,Graduate,0995
Single,Over 23 years old,1,Social Services (evening attendance),Evening,Secondary education,130.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Installation and Machine Operators and Assembly Workers,103.5,No,No,No,Yes,Female,Yes,33,No,0,6,6,6,14.166666666666666,0,0,6,6,6,14.333333333333334,0,12.7,3.7,-1.7,Graduate,0996
Single,1st phase - General Contingent,3,Nursing,Daytime,Secondary education,113.0,Portuguese,Higher education - degree,Secondary education,"Intermediate level technicians from legal, social, sports, cultural and similar services",Information and communication technology technicians,107.8,Yes,No,No,Yes,Female,Yes,20,No,0,7,10,5,14.46,0,0,7,8,6,13.55,0,12.4,0.5,1.79,Enrolled,0997
Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,130.0,Spanish,Basic education 3rd cycle (9/10/11th year) or equiv,Secondary education,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Administrative staff,130.0,Yes,No,No,Yes,Female,No,22,Yes,0,6,12,5,12.8,0,0,6,19,2,11.5,0,12.4,0.5,1.79,Enrolled,0998
Single,2nd phase - General Contingent,1,Tourism,Daytime,Secondary education,115.0,Portuguese,Secondary education,Basic education 3rd cycle (9/10/11th year) or equiv,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,109.4,Yes,No,No,Yes,Female,No,19,No,0,6,8,6,12.666666666666666,0,0,6,8,5,13.4,0,11.1,0.6,2.02,Graduate,0999
Single,1st phase - General Contingent,3,Communication Design,Daytime,Secondary education,146.0,Portuguese,Unknown,Unknown,Student,Student,143.6,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.5,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Dropout,1000
Single,2nd phase - General Contingent,3,Communication Design,Daytime,Secondary education,132.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Secondary education,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",124.3,No,Yes,No,Yes,Female,No,18,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,1001
Single,1st phase - General Contingent,5,Advertising and Marketing Management,Daytime,Secondary education,116.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,Unskilled Workers,Unskilled Workers,119.5,Yes,No,No,No,Female,No,18,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,1002
Single,1st phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary education,163.0,Portuguese,Higher education - degree,Higher education - master's,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",175.6,Yes,No,No,Yes,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate,1003
Single,2nd phase - General Contingent,2,Management,Daytime,Secondary education,122.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",116.1,Yes,No,No,Yes,Female,Yes,19,No,0,5,8,5,11.2,0,0,5,5,3,11.0,0,12.4,0.5,1.79,Graduate,1004
